"celebrates","Who.do.you.celebrate.the.Fourth.of.July.with.","watches_fireworks","what_do_you_wear","celebration_location","Describe.America.in.three.words","Why.do.you.not.celebrate.the.Fourth.of.July.","Describe.America.in.3.words","gender","age_group","race","is_hispanic","region","Democrat_party_opinion","Republican_party_opinion","Donald_Trump_opinion","id","trump_support","democrat_support","republican_support","three_words","weight","political_weight","devices","devices_value"
"Yes","Family","Usually","Solid red clothing;Solid white clothing;Solid blue clothing","Both","Complicated loud home","","","Female","25-34","White","No","Midwest",5,1,1,78,"Disapprove","Approve","Disapprove","Complicated loud home",0.787811566779859,0.826297763014772,"Smoke Bombs",0
"No","","","None of the above","","","Don't feel motivated to celebrate","free big cool","Female","18-24","White","No","Northeast",3,2,1,79,"Disapprove","Neutral","Disapprove","free big cool",0.502536163331714,0.272542963940985,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Clothing featuring the American Flag;Sunscreen","Outdoors","Free capitalist guns","","","Male","18-24","White","No","West",2,3,3,80,"Neutral","Disapprove","Neutral","Free capitalist guns",0.0400188150040658,0.000307257960847706,"Smoke Bombs",1
"Yes","Family;Friends","Rarely","Jeans","Indoors","Lost misguided magnificent","","","Male","35-44","White","No","West",3,1,1,81,"Disapprove","Neutral","Disapprove","Lost misguided magnificent",0.53115369189653,0.399757294877877,"Smoke Bombs",0
"Yes","Family;Friends","Always","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Clothing featuring the American Flag;Clothing making a political statement;Sunscreen","Outdoors","Deteriorating freedom laughingstock","","","Female","18-24","White","No","West",5,2,1,82,"Disapprove","Approve","Disapprove","Deteriorating freedom laughingstock",0.146923049584156,0.0778559151200029,"Smoke Bombs",0
"No","","","None of the above","","","Don't feel motivated to celebrate;Other","Divided changing hopeful","Male","18-24","White","No","Midwest",2,1,1,83,"Disapprove","Disapprove","Disapprove","Divided changing hopeful",0.0324842111986291,0.0204263009152258,"Smoke Bombs",0
"Yes","Family;Friends;With strangers","Always","Clothing featuring the American Flag","Both","The greatest country","","","Female","45-54","White","No","West",1,2,5,84,"Approve","Disapprove","Disapprove","The greatest country",2.34086027763695,4.56614491552526,"Smoke Bombs",1
"Yes","Family;Friends","Usually","None of the above","Both","Bank-sponsored corruption headquarters","","","Male","35-44","Other","No","Southeast",1,1,1,85,"Disapprove","Disapprove","Disapprove","Bank-sponsored corruption headquarters",0.112218971182217,0.0473156821778107,"Smoke Bombs",0
"Yes","Family;Friends;By myself","Usually","Clothing featuring the American Flag;Jeans;Sunscreen","Both","United States of","","","Male","18-24","White","No","Southwest",2,2,1,86,"Disapprove","Disapprove","Disapprove","United States of",0.0213843360577162,0.0278046717930336,"Smoke Bombs",0
"Yes","Friends","Always","Sunscreen","Outdoors","Imperfect Home Free","","","Male","25-34","White","No","Northeast",2,1,1,87,"Disapprove","Disapprove","Disapprove","Imperfect Home Free",0.90420296790202,0.908871630363372,"Smoke Bombs",0
"Yes","Family;Friends;With strangers","Usually","Solid red clothing;Clothing that is primarily red and white stripes;Clothing making a political statement;Jeans;Sunscreen","Outdoors","Capitalist Imperialist Dying","","","Male","25-34","White","No","Midwest",1,1,1,88,"Disapprove","Disapprove","Disapprove","Capitalist Imperialist Dying",0.214583657487779,0.237244928654966,"Smoke Bombs",0
"Yes","Family","Always","Sunscreen","Outdoors","Needs some work","","","Female","35-44","Multiple Races","No","West",5,1,1,89,"Disapprove","Approve","Disapprove","Needs some work",0.675438042511035,0.367575121516052,"Smoke Bombs",0
"Yes","Family;Friends","Never","Jeans;Sunscreen","Outdoors","In-crisis Hypocritical corrupt","","","Male","25-34","Other","No","Midwest",4,1,1,90,"Disapprove","Approve","Disapprove","In-crisis Hypocritical corrupt",0.160857469507991,0.154333885452908,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Solid blue clothing","Outdoors","Yes we can","","","Male","18-24","Other","Yes","Southeast",3,2,1,91,"Disapprove","Neutral","Disapprove","Yes we can",0.0511002496196768,0.0272878317546011,"Smoke Bombs",0
"Yes","With strangers","Usually","Clothing making a political statement;Jeans","Outdoors","America hell yeah","","","Male","45-54","White","No","West",1,4,5,92,"Approve","Disapprove","Approve","America hell yeah",0.6376021643048,1.31102221644603,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Solid red clothing;Solid white clothing;Solid blue clothing;Jeans","Outdoors","imperfect hope loud","","","Female","25-34","White","No","West",4,1,1,93,"Disapprove","Approve","Disapprove","imperfect hope loud",0.970541816645894,0.904271463769729,"Smoke Bombs",0
"Yes","Family;Friends;With strangers","Always","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Clothing featuring the American Flag;Jeans;Sunscreen","Outdoors","Freedom Brave Equality","","","Female","25-34","White","No","West",1,3,4,94,"Approve","Disapprove","Neutral","Freedom Brave Equality",0.970541816645894,2.19517194825628,"Smoke Bombs",0
"Yes","Family","Always","None of the above","Both","Red white blue","","","Male","55+","White","No","Northeast",1,3,5,95,"Approve","Disapprove","Neutral","Red white blue",4.27304256834385,6.09101426386911,"Smoke Bombs",0
"Yes","Family","Always","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Jeans","Both","Great wonderful beautiful","","","Female","55+","Other","No","West",1,4,5,96,"Approve","Disapprove","Approve","Great wonderful beautiful",3.43819205351583,3.94230523952987,"Smoke Bombs",1
"No","","","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate","Commercialized politicized not-free","Male","25-34","White","No","Midwest",1,1,1,97,"Disapprove","Disapprove","Disapprove","Commercialized politicized not-free",0.214583657487779,0.237244928654966,"Smoke Bombs",0
"Yes","Family","Rarely","None of the above","Both","Way too nationalistic","","","Female","45-54","White","No","Southeast",4,1,1,98,"Disapprove","Approve","Disapprove","Way too nationalistic",0.659746327495068,0.342234925952769,"Smoke Bombs",1
"Yes","Family;Friends","Always","Solid blue clothing;Clothing that is primarily red and white stripes;Sunscreen","Outdoors","Proud loud free","","","Female","18-24","White","No","Southwest",2,4,3,99,"Neutral","Disapprove","Approve","Proud loud free",0.0785093678214332,0.00133109355862048,"Smoke Bombs",0
"Yes","Family;Friends","Always","Sunscreen","Both","Loud Proud Stuck","","","Male","18-24","Multiple Races","No","Northeast",4,1,1,100,"Disapprove","Approve","Disapprove","Loud Proud Stuck",0.0474112290633541,0.0206588150640025,"Smoke Bombs",1
"Yes","Family","Rarely","None of the above","Outdoors","Diverse complicated patriotic","","","Male","18-24","Multiple Races","Yes","Midwest",4,1,1,101,"Disapprove","Approve","Disapprove","Diverse complicated patriotic",0.068002463773697,0.0556170748979491,"Smoke Bombs",1
"No","","","None of the above","","","Other","Turmoil Tyrancy Greed","Female","55+","White","No","Southeast",4,1,1,102,"Disapprove","Approve","Disapprove","Turmoil Tyrancy Greed",1.29266810267779,0.454214017398436,"Smoke Bombs",0
"Yes","Family;Friends;By myself;With strangers","Always","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily blue and white stars;Clothing featuring the American Flag","Both","Home of Brave","","","Male","18-24","Multiple Races","No","Southeast",5,1,1,103,"Disapprove","Approve","Disapprove","Home of Brave",0.00390665731653144,0.00107375797676195,"Smoke Bombs",0
"No","","","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;No one to celebrate with","proud large loud","Female","25-34","White","No","Southwest",3,2,1,104,"Disapprove","Neutral","Disapprove","proud large loud",0.518615865140275,1.12477233148064,"Smoke Bombs",0
"Yes","Friends","Never","Clothing making a political statement;Sunscreen","Both","Racist sexist colonialism","","","Female","25-34","White","No","Midwest",3,1,1,105,"Disapprove","Neutral","Disapprove","Racist sexist colonialism",0.787811566779859,0.826297763014772,"Smoke Bombs",0
"Yes","Family;Friends;With strangers","Always","Jeans;Sunscreen;None of the above","Outdoors","Young unruly Loud","","","Female","18-24","Other","No","West",2,1,1,106,"Disapprove","Disapprove","Disapprove","Young unruly Loud",0.110137324739422,0.0506472612674341,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Solid red clothing;Clothing featuring the American Flag","Both","Greatest Country Ever","","","Male","55+","White","No","Southeast",1,5,5,107,"Approve","Disapprove","Approve","Greatest Country Ever",0.352096187828501,0.316585202594537,"Smoke Bombs",0
"Yes","Friends","Usually","None of the above","Both","Idea government crumbling","","","Female","55+","White","No","Southwest",4,1,1,108,"Disapprove","Approve","Disapprove","Idea government crumbling",2.45085201777728,3.10514564417657,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Clothing featuring the American Flag","Outdoors","Freedom equality liberty","","","Male","18-24","White","No","Midwest",2,2,1,109,"Disapprove","Disapprove","Disapprove","Freedom equality liberty",0.0324842111986291,0.0204263009152258,"Smoke Bombs",0
"Yes","By myself","Rarely","Clothing featuring the American Flag","Both","God blessed American","","","Female","25-34","White","No","Southwest",5,4,1,110,"Disapprove","Approve","Approve","God blessed American",0.518615865140275,1.12477233148064,"Smoke Bombs",0
"Yes","Family","Usually","Sunscreen","Both","Not too bad","","","Male","45-54","White","No","Southeast",3,2,2,111,"Disapprove","Neutral","Disapprove","Not too bad",0.179701321912148,0.0982617940228538,"Smoke Bombs",0
"Yes","Friends","Always","Clothing that is primarily red and white stripes","Both","God blessed it","","","Female","55+","White","No","Southeast",1,5,5,112,"Approve","Disapprove","Approve","God blessed it",1.29266810267779,1.10263113395309,"Smoke Bombs",1
"Yes","Family;Friends","Always","None of the above","Outdoors","freedom booze guns","","","Male","18-24","Asian","No","Midwest",4,2,1,113,"Disapprove","Approve","Disapprove","freedom booze guns",0.168703203221685,2.5054703551474,"Smoke Bombs",0
"Yes","Family","Usually","None of the above","Outdoors","incompetent baby president","","","Female","45-54","White","No","Midwest",4,1,1,114,"Disapprove","Approve","Disapprove","incompetent baby president",1.90013121671681,1.71876983591051,"Smoke Bombs",0
"Yes","Family","Rarely","None of the above","Both","Selfish Corrupt Entitled","","","Female","18-24","Multiple Races","No","West",4,1,1,115,"Disapprove","Approve","Disapprove","Selfish Corrupt Entitled",0.0508896586474692,0.0205542524527967,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Solid red clothing","Outdoors","Beautiful diverse opportunity","","","Male","18-24","White","No","Midwest",3,3,3,116,"Neutral","Neutral","Neutral","Beautiful diverse opportunity",0.0324842111986291,0.000280763659906437,"Smoke Bombs",1
"No","","","None of the above","","","Out of country at that time;Political reasons","hypocrisy betrayal self-centered","Male","25-34","Multiple Races","No","Midwest",4,1,1,117,"Disapprove","Approve","Disapprove","hypocrisy betrayal self-centered",0.07432522746966,0.0626335474858103,"Smoke Bombs",0
"Yes","Friends","Usually","Solid red clothing;Jeans;Sunscreen","Outdoors","unreliable anti-hero optimistic","","","Male","25-34","White","No","West",4,1,1,118,"Disapprove","Approve","Disapprove","unreliable anti-hero optimistic",0.264355616930038,0.25963257860464,"Smoke Bombs",0
"No","","","None of the above","","","Other","Patriotic home lost","Male","35-44","White","No","Southeast",1,1,4,119,"Approve","Disapprove","Disapprove","Patriotic home lost",0.149699963262195,0.176567379700227,"Smoke Bombs",0
"Yes","Family","Rarely","Clothing featuring the American Flag","Outdoors","The Greatest Country","","","Male","45-54","White","No","Southeast",1,2,3,120,"Neutral","Disapprove","Disapprove","The Greatest Country",0.179701321912148,0.00135062834104556,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Solid red clothing;Solid white clothing;Solid blue clothing;Jeans;Sunscreen","Outdoors","Home troubled representative-democracy","","","Female","25-34","Multiple Races","No","Southeast",3,3,1,121,"Disapprove","Neutral","Neutral","Home troubled representative-democracy",0.0947447916339898,0.04343634307063,"Smoke Bombs",1
"Yes","Family;Friends","Usually","Clothing featuring the American Flag;Sunscreen","Outdoors","Diverse controversial loud","","","Male","25-34","White","No","Midwest",4,1,1,122,"Disapprove","Approve","Disapprove","Diverse controversial loud",0.214583657487779,0.237244928654966,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Sunscreen;None of the above","Both","tough divided hopeful","","","Male","35-44","White","No","Midwest",3,2,1,123,"Disapprove","Neutral","Disapprove","tough divided hopeful",0.431149915477145,0.365286942849433,"Smoke Bombs",0
"Yes","Family;Friends","Always","Clothing featuring the American Flag;Sunscreen","Both","The best country","","","Male","35-44","White","No","Midwest",1,5,5,124,"Approve","Disapprove","Approve","The best country",0.431149915477145,0.886755451360305,"Smoke Bombs",0
"No","","","None of the above","","","Don't feel motivated to celebrate","Corrupt backward insufficient","Other","18-24","Asian","No","Northeast",2,1,1,125,"Disapprove","Disapprove","Disapprove","Corrupt backward insufficient",0.530068167235308,0.707611743522744,"Smoke Bombs",0
"No","","","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;No one to celebrate with","The best country","Male","55+","White","No","West",1,2,4,126,"Approve","Disapprove","Disapprove","The best country",1.24928013335746,1.73998801020307,"Smoke Bombs",0
"Yes","Family;Friends","Usually","Clothing featuring the American Flag","Outdoors","melting pot luck","","","Male","25-34","White","No","Northeast",3,2,2,127,"Disapprove","Neutral","Disapprove","melting pot luck",0.90420296790202,0.908871630363372,"Smoke Bombs",1
"No","","","None of the above","","","Don't feel motivated to celebrate;Political reasons","Imperialist racist occupier","Female","18-24","White","No","West",2,1,1,128,"Disapprove","Disapprove","Disapprove","Imperialist racist occupier",0.146923049584156,0.0778559151200029,"Smoke Bombs",0
"Yes","Family","Usually","None of the above","Both","Breaking divided idle","","","Male","18-24","White","No","Southeast",2,1,1,129,"Disapprove","Disapprove","Disapprove","Breaking divided idle",0.011278873191137,0.00406720750804197,"Smoke Bombs",0
