"celebrates","Who.do.you.celebrate.the.Fourth.of.July.with.","watches_fireworks","devices","what_do_you_wear","celebration_location","Describe.America.in.three.words","Why.do.you.not.celebrate.the.Fourth.of.July.","Describe.America.in.3.words","gender","age_group","race","is_hispanic","region","Democrat_party_opinion","Republican_party_opinion","Donald_Trump_opinion","id","trump_support","democrat_support","republican_support","three_words","weight","political_weight","whatdoyouwear","what_do_you_wear_value"
"Yes","Family;Friends;With strangers","Always","Bang Snaps;Snakes;Sparklers","None of the above","Both","land of freedom","","","Male","45-54","White","No","West",1,2,4,70,"Approve","Disapprove","Disapprove","land of freedom",0.6376021643048,1.31102221644603,"Solid white clothing",0
"Yes","Family;Friends","Always","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Snakes;Sparklers","Clothing featuring the American Flag;Clothing featuring a bald eagle;Jeans","Both","Free Patriotic Christian","","","Male","55+","White","No","Midwest",1,4,5,71,"Approve","Disapprove","Approve","Free Patriotic Christian",1.01406999917695,1.58995197582552,"Solid white clothing",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate;Political reasons","Jingoistic shady greedy","Other","18-24","White","No","Southeast",2,1,1,72,"Disapprove","Disapprove","Disapprove","Jingoistic shady greedy",0.00841017096077431,0.000299844774147394,"Solid white clothing",0
"Yes","Family;Friends","Usually","Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Sparklers;Other Rockets","Clothing featuring the American Flag;Clothing featuring a bald eagle","Outdoors","Freedom awesome grand","","","Male","35-44","Other","No","Southeast",3,3,5,73,"Approve","Neutral","Neutral","Freedom awesome grand",0.112218971182217,0.114861590120673,"Solid white clothing",0
"Yes","Family","Always","Fountains;Smoke Bombs;Snakes","Sunscreen","Outdoors","Going downhill fast","","","Male","45-54","Other","No","West",4,2,1,74,"Disapprove","Approve","Disapprove","Going downhill fast",0.477963102612926,0.351321465078804,"Solid white clothing",0
"Yes","Family;Friends","Always","Bang Snaps;Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","None of the above","Both","Beautiful free generous","","","Female","35-44","White","No","West",1,4,5,75,"Approve","Disapprove","Approve","Beautiful free generous",1.95005074996331,3.37991481863688,"Solid white clothing",0
"Yes","Family;Friends","Always","Bang Snaps;Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Sunscreen","Both","Freedom broken divided","","","Female","25-34","White","No","Midwest",5,1,1,76,"Disapprove","Approve","Disapprove","Freedom broken divided",0.787811566779859,0.826297763014772,"Solid white clothing",1
"Yes","Family;Friends;With strangers","Always","None of the above","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Clothing featuring the American Flag;Clothing featuring a bald eagle","Both","Donald trump sucks","","","Male","35-44","White","No","Northeast",2,1,1,77,"Disapprove","Disapprove","Disapprove","Donald trump sucks",1.81676012865678,1.39939319748687,"Solid white clothing",1
"Yes","Family","Usually","Bottle Rockets;Fountains;Roman Candles;Other Rockets","Solid red clothing;Solid white clothing;Solid blue clothing","Both","Complicated loud home","","","Female","25-34","White","No","Midwest",5,1,1,78,"Disapprove","Approve","Disapprove","Complicated loud home",0.787811566779859,0.826297763014772,"Solid white clothing",1
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate","free big cool","Female","18-24","White","No","Northeast",3,2,1,79,"Disapprove","Neutral","Disapprove","free big cool",0.502536163331714,0.272542963940985,"Solid white clothing",0
"Yes","Family;Friends","Usually","Bang Snaps;Fountains;Smoke Bombs;Sparklers","Clothing featuring the American Flag;Sunscreen","Outdoors","Free capitalist guns","","","Male","18-24","White","No","West",2,3,3,80,"Neutral","Disapprove","Neutral","Free capitalist guns",0.0400188150040658,0.000307257960847706,"Solid white clothing",0
"Yes","Family;Friends","Rarely","Fountains;Ground Spinners;Sparklers","Jeans","Indoors","Lost misguided magnificent","","","Male","35-44","White","No","West",3,1,1,81,"Disapprove","Neutral","Disapprove","Lost misguided magnificent",0.53115369189653,0.399757294877877,"Solid white clothing",0
"Yes","Family;Friends","Always","Bang Snaps","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Clothing featuring the American Flag;Clothing making a political statement;Sunscreen","Outdoors","Deteriorating freedom laughingstock","","","Female","18-24","White","No","West",5,2,1,82,"Disapprove","Approve","Disapprove","Deteriorating freedom laughingstock",0.146923049584156,0.0778559151200029,"Solid white clothing",1
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate;Other","Divided changing hopeful","Male","18-24","White","No","Midwest",2,1,1,83,"Disapprove","Disapprove","Disapprove","Divided changing hopeful",0.0324842111986291,0.0204263009152258,"Solid white clothing",0
"Yes","Family;Friends;With strangers","Always","Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","Clothing featuring the American Flag","Both","The greatest country","","","Female","45-54","White","No","West",1,2,5,84,"Approve","Disapprove","Disapprove","The greatest country",2.34086027763695,4.56614491552526,"Solid white clothing",0
"Yes","Family;Friends","Usually","None of the above","None of the above","Both","Bank-sponsored corruption headquarters","","","Male","35-44","Other","No","Southeast",1,1,1,85,"Disapprove","Disapprove","Disapprove","Bank-sponsored corruption headquarters",0.112218971182217,0.0473156821778107,"Solid white clothing",0
"Yes","Family;Friends;By myself","Usually","None of the above","Clothing featuring the American Flag;Jeans;Sunscreen","Both","United States of","","","Male","18-24","White","No","Southwest",2,2,1,86,"Disapprove","Disapprove","Disapprove","United States of",0.0213843360577162,0.0278046717930336,"Solid white clothing",0
"Yes","Friends","Always","Sparklers","Sunscreen","Outdoors","Imperfect Home Free","","","Male","25-34","White","No","Northeast",2,1,1,87,"Disapprove","Disapprove","Disapprove","Imperfect Home Free",0.90420296790202,0.908871630363372,"Solid white clothing",0
"Yes","Family;Friends;With strangers","Usually","Bottle Rockets;Firecrackers;Roman Candles;Sparklers;Other Rockets","Solid red clothing;Clothing that is primarily red and white stripes;Clothing making a political statement;Jeans;Sunscreen","Outdoors","Capitalist Imperialist Dying","","","Male","25-34","White","No","Midwest",1,1,1,88,"Disapprove","Disapprove","Disapprove","Capitalist Imperialist Dying",0.214583657487779,0.237244928654966,"Solid white clothing",0
"Yes","Family","Always","None of the above","Sunscreen","Outdoors","Needs some work","","","Female","35-44","Multiple Races","No","West",5,1,1,89,"Disapprove","Approve","Disapprove","Needs some work",0.675438042511035,0.367575121516052,"Solid white clothing",0
"Yes","Family;Friends","Never","None of the above","Jeans;Sunscreen","Outdoors","In-crisis Hypocritical corrupt","","","Male","25-34","Other","No","Midwest",4,1,1,90,"Disapprove","Approve","Disapprove","In-crisis Hypocritical corrupt",0.160857469507991,0.154333885452908,"Solid white clothing",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Fountains;Sparklers","Solid blue clothing","Outdoors","Yes we can","","","Male","18-24","Other","Yes","Southeast",3,2,1,91,"Disapprove","Neutral","Disapprove","Yes we can",0.0511002496196768,0.0272878317546011,"Solid white clothing",0
"Yes","With strangers","Usually","Bottle Rockets;Firecrackers;Fountains;Roman Candles;Other Rockets","Clothing making a political statement;Jeans","Outdoors","America hell yeah","","","Male","45-54","White","No","West",1,4,5,92,"Approve","Disapprove","Approve","America hell yeah",0.6376021643048,1.31102221644603,"Solid white clothing",0
"Yes","Family;Friends","Usually","None of the above","Solid red clothing;Solid white clothing;Solid blue clothing;Jeans","Outdoors","imperfect hope loud","","","Female","25-34","White","No","West",4,1,1,93,"Disapprove","Approve","Disapprove","imperfect hope loud",0.970541816645894,0.904271463769729,"Solid white clothing",1
"Yes","Family;Friends;With strangers","Always","Bang Snaps;Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Clothing featuring the American Flag;Jeans;Sunscreen","Outdoors","Freedom Brave Equality","","","Female","25-34","White","No","West",1,3,4,94,"Approve","Disapprove","Neutral","Freedom Brave Equality",0.970541816645894,2.19517194825628,"Solid white clothing",1
"Yes","Family","Always","None of the above","None of the above","Both","Red white blue","","","Male","55+","White","No","Northeast",1,3,5,95,"Approve","Disapprove","Neutral","Red white blue",4.27304256834385,6.09101426386911,"Solid white clothing",0
"Yes","Family","Always","Bang Snaps;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Clothing that is primarily blue and white stars;Jeans","Both","Great wonderful beautiful","","","Female","55+","Other","No","West",1,4,5,96,"Approve","Disapprove","Approve","Great wonderful beautiful",3.43819205351583,3.94230523952987,"Solid white clothing",1
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate","Commercialized politicized not-free","Male","25-34","White","No","Midwest",1,1,1,97,"Disapprove","Disapprove","Disapprove","Commercialized politicized not-free",0.214583657487779,0.237244928654966,"Solid white clothing",0
"Yes","Family","Rarely","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Snakes;Sparklers","None of the above","Both","Way too nationalistic","","","Female","45-54","White","No","Southeast",4,1,1,98,"Disapprove","Approve","Disapprove","Way too nationalistic",0.659746327495068,0.342234925952769,"Solid white clothing",0
"Yes","Family;Friends","Always","Bang Snaps;Bottle Rockets;Snakes;Sparklers","Solid blue clothing;Clothing that is primarily red and white stripes;Sunscreen","Outdoors","Proud loud free","","","Female","18-24","White","No","Southwest",2,4,3,99,"Neutral","Disapprove","Approve","Proud loud free",0.0785093678214332,0.00133109355862048,"Solid white clothing",0
"Yes","Family;Friends","Always","Bang Snaps;Bottle Rockets;Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","Sunscreen","Both","Loud Proud Stuck","","","Male","18-24","Multiple Races","No","Northeast",4,1,1,100,"Disapprove","Approve","Disapprove","Loud Proud Stuck",0.0474112290633541,0.0206588150640025,"Solid white clothing",0
"Yes","Family","Rarely","Bang Snaps;Bottle Rockets;Fountains;Smoke Bombs;Sparklers","None of the above","Outdoors","Diverse complicated patriotic","","","Male","18-24","Multiple Races","Yes","Midwest",4,1,1,101,"Disapprove","Approve","Disapprove","Diverse complicated patriotic",0.068002463773697,0.0556170748979491,"Solid white clothing",0
"No","","","None of the above","None of the above","","","Other","Turmoil Tyrancy Greed","Female","55+","White","No","Southeast",4,1,1,102,"Disapprove","Approve","Disapprove","Turmoil Tyrancy Greed",1.29266810267779,0.454214017398436,"Solid white clothing",0
"Yes","Family;Friends;By myself;With strangers","Always","None of the above;I don't feel comfortable answering this question","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily blue and white stars;Clothing featuring the American Flag","Both","Home of Brave","","","Male","18-24","Multiple Races","No","Southeast",5,1,1,103,"Disapprove","Approve","Disapprove","Home of Brave",0.00390665731653144,0.00107375797676195,"Solid white clothing",1
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;No one to celebrate with","proud large loud","Female","25-34","White","No","Southwest",3,2,1,104,"Disapprove","Neutral","Disapprove","proud large loud",0.518615865140275,1.12477233148064,"Solid white clothing",0
"Yes","Friends","Never","None of the above","Clothing making a political statement;Sunscreen","Both","Racist sexist colonialism","","","Female","25-34","White","No","Midwest",3,1,1,105,"Disapprove","Neutral","Disapprove","Racist sexist colonialism",0.787811566779859,0.826297763014772,"Solid white clothing",0
"Yes","Family;Friends;With strangers","Always","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Roman Candles;Snakes;Sparklers;Other Rockets","Jeans;Sunscreen;None of the above","Outdoors","Young unruly Loud","","","Female","18-24","Other","No","West",2,1,1,106,"Disapprove","Disapprove","Disapprove","Young unruly Loud",0.110137324739422,0.0506472612674341,"Solid white clothing",0
"Yes","Family;Friends","Usually","I don't feel comfortable answering this question","Solid red clothing;Clothing featuring the American Flag","Both","Greatest Country Ever","","","Male","55+","White","No","Southeast",1,5,5,107,"Approve","Disapprove","Approve","Greatest Country Ever",0.352096187828501,0.316585202594537,"Solid white clothing",0
"Yes","Friends","Usually","None of the above","None of the above","Both","Idea government crumbling","","","Female","55+","White","No","Southwest",4,1,1,108,"Disapprove","Approve","Disapprove","Idea government crumbling",2.45085201777728,3.10514564417657,"Solid white clothing",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Sparklers","Clothing featuring the American Flag","Outdoors","Freedom equality liberty","","","Male","18-24","White","No","Midwest",2,2,1,109,"Disapprove","Disapprove","Disapprove","Freedom equality liberty",0.0324842111986291,0.0204263009152258,"Solid white clothing",0
"Yes","By myself","Rarely","None of the above","Clothing featuring the American Flag","Both","God blessed American","","","Female","25-34","White","No","Southwest",5,4,1,110,"Disapprove","Approve","Approve","God blessed American",0.518615865140275,1.12477233148064,"Solid white clothing",0
"Yes","Family","Usually","Roman Candles;Other Rockets","Sunscreen","Both","Not too bad","","","Male","45-54","White","No","Southeast",3,2,2,111,"Disapprove","Neutral","Disapprove","Not too bad",0.179701321912148,0.0982617940228538,"Solid white clothing",0
